Sentence,Aspect Term,polarity,augmented_sentences
"The staff is very kind and well trained, they're fast, they are always prompt to jump behind the bar and fix drinks, they know details of every item in the menu and make excelent recomendations.",bar,neutral,"The personnel are amiable and well-prepared, rapidly heading to the bar to craft beverages, aware of each menu detail and providing superb recommendations."
Moderate prices.,prices,neutral,Reasonable prices.
Moderate prices.,prices,neutral,Fair prices.
Moderate prices.,prices,neutral,Average prices.
Delicious food at a great price but do not go here on a cold day and sit by the front door.,front door,neutral,"Tasty food at an excellent price, but avoid visiting on a chilly day and sitting near the front door."
Delicious food at a great price but do not go here on a cold day and sit by the front door.,front door,neutral,"Great food for the cost, yet don't come on a cold day and choose a spot by the front door."
Delicious food at a great price but do not go here on a cold day and sit by the front door.,front door,neutral,"The food is delicious and reasonably priced, but skip going on a cold day and sitting next to the front door."
"Also, top the meal with a delicious and perfect slice of tiramisu.",meal,neutral,"Also, finish the meal off with a tasty and flawless piece of tiramisu."
"Also, top the meal with a delicious and perfect slice of tiramisu.",meal,neutral,Add a delightful and ideal serving of tiramisu to the meal as well.
"Also, top the meal with a delicious and perfect slice of tiramisu.",meal,neutral,Complete the meal by placing a scrumptious and impeccable slice of tiramisu on top.
"They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.",hummus platter,neutral,"A sandwich was forgotten, plastic forks were missing, and the pita wasn't provided with the hummus platter."
"They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.",hummus platter,neutral,"They omitted a sandwich, left out plastic forks, and failed to add pita to the hummus platter."
"They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.",hummus platter,neutral,"Missing were a sandwich, plastic forks, and pita that should have come with the hummus platter."
"The photobook menu was a cute touch, certainly helped my group and I pick the fried chicken, pork chop, and noodle dishes that we all ordered.",noodle dishes,neutral,"The photobook menu was a charming detail that definitely assisted my group and me in choosing the fried chicken, pork chop, and noodle dishes we all ended up ordering."
"The photobook menu was a cute touch, certainly helped my group and I pick the fried chicken, pork chop, and noodle dishes that we all ordered.",noodle dishes,neutral,"A cute photobook menu helped my group and me select the fried chicken, pork chop, and noodle dishes that we all decided on."
"The photobook menu was a cute touch, certainly helped my group and I pick the fried chicken, pork chop, and noodle dishes that we all ordered.",noodle dishes,neutral,"Thanks to the photobook menu’s cute touch, my group and I had no trouble picking the fried chicken, pork chop, and noodle dishes we all ordered."
The scallion pancakes and fried dumplings were nothing out of the ordinary.,fried dumplings,neutral,The scallion pancakes and fried dumplings were quite unremarkable.
The scallion pancakes and fried dumplings were nothing out of the ordinary.,fried dumplings,neutral,Neither the scallion pancakes nor the fried dumplings stood out in any way.
The scallion pancakes and fried dumplings were nothing out of the ordinary.,fried dumplings,neutral,The scallion pancakes and fried dumplings were simply average.
all the food was excellent - considering the quality of food in most moderately priced restaurants is mediocre this was slightly more pricey and well worth it.,priced,neutral,"all the food was excellent - given that most moderately priced restaurants serve mediocre food, this place cost a bit more and proved worthwhile"
all the food was excellent - considering the quality of food in most moderately priced restaurants is mediocre this was slightly more pricey and well worth it.,priced,neutral,"the food was outstanding - while moderately priced spots usually offer average quality, this one ran slightly higher and justified every penny"
all the food was excellent - considering the quality of food in most moderately priced restaurants is mediocre this was slightly more pricey and well worth it.,priced,neutral,"every dish excelled - since moderately priced eateries typically deliver mediocre fare, the modest extra expense here felt completely justified"
