Sentence,Aspect Term,polarity
There is also very limited seating and there can be a substantial wait in getting food at peak times.,wait,negative
"Stay away from the two specialty rolls on the menu, though- too much avocado and rice will fill you up right quick.",menu,neutral
"Ambiance and music funky, which I enjoy.",music,positive
"Ive been to many Thai restaurants in Manhattan before, and Toons is by far the best Thai food Ive had (except for my mom's of course).",Thai food,positive
The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.,dish,positive
"Most of the servers are very attentive, friendly and quite attractive.",servers,positive
The food is above average for midtown and sligtly better than some of the other Heartland Breweries in the city.,food,positive
"Next time, we wouldn't dare ordering anything else other than some simple Asian appetizers and drinks.",Asian appetizers,positive
Le Pere Pinard has a $15 pre-theater menu that is outstanding.,pre-theater menu,positive
The zucchini and mashed potatoes are a blend of garlic and butter which simply melts in your mouth.,butter,positive
The soup is pretty good too.,soup,positive
My fish was delicious in an incredible curry sauce.,fish,positive
After my 3rd time the manager remembered me and treated me like an usual customer.,manager,positive
"Stay away from the two specialty rolls on the menu, though- too much avocado and rice will fill you up right quick.",avocado,negative
They have some great entrees here as well.,entrees,positive
But they've done a really nice job of offering all the typical pizzeria faves plus some terrific specials like the Godmother pizza (a sort of traditional flat pizza with an olive oil-brushed crust and less tomato sauce than usual).,specials,positive
"He not only makes his own homemade mozzarella, but every pie is ultra fresh.",pie,positive
"Great food, great lay out and awesome service.",food,positive
"The staff makes you feel at home, the food is great and the atmosphere is WONDERFUL!",atmosphere,positive
"Our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food.",place,positive
The food was boring and expensive.,food,negative
"The menu changed, portions were even smaller than before, a lentil dish was salty beyond edibility, a basmati rice dish lacked flavor.",flavor,negative
"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",jelly fish,positive
"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",pork belly,negative
The menu seemed to have a wide variety of dishes for seafood lovers and interesting ways of preparing them.,menu,positive
Be careful of portions - they're HUGE.,portions,positive
Did I mention the wine?,wine,neutral
"While the ambiance and atmosphere were great, the food and service could have been a lot better.",atmosphere,positive
The food at this place is 'gourmet' Indian cuisine.,'gourmet' Indian cuisine,neutral
"The prices cannot be beat for the quality, quantity, freshness and taste.",freshness,positive
The portions are small but being that the food was so good makes up for that.,food,positive
"It is set far from the small street it's on, and there is no traffic noise.",traffic noise,positive
We had the most wonderful waitress.,waitress,positive
"All the money went into the interior decoration, none of it went to the chefs.",interior decoration,positive
The bill is approximately $25 for 2 at lunch without drinks.,bill,neutral
The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,price,negative
"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.",price,positive
"Three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world.",salad with a delicious dressing,positive
The location and ambience is Ok but the food is what makes up for it.,ambience,neutral
"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",sushi,positive
Turned out there was full service upstairs and sat down.,service,positive
"On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.",ambiance,neutral
"The ambiance is minimal the food is not phenomenal, but some dishes are quite good, such as the eggplant parmesan, veal in carozza chicken saltimbocca.",veal in carozza chicken saltimbocca,positive
